bookID,title,series,primary_author,all_authors,average_rating,ratings_count,text_reviews_count,isbn,isbn13,num_pages,publication_date,publisher,language,book_age,rating_popularity_score
12803,Ulysses,,James Joyce,"['James Joyce', 'Craig Raine']",3.73,250,38,0679455132,9780679455134,1084,1997-10-28,Everyman'S Library,English,28,20.609939462961552
12807,The Crazed,,Ha Jin,['Ha Jin'],3.5,15,1,0434010537,9780434010530,336,2002-10-03,Arrow (A Division Of Random House Group),English,23,9.704060527839234
12812,Chickenhawk: Back in the World Again: Life After Vietnam,,Robert Mason,['Robert Mason'],4.09,175,17,0140158766,9780140158762,400,1994-05-01,Penguin,English,31,21.147279539706037
12817,Nuns and Soldiers,,Iris Murdoch,"['Iris Murdoch', 'Karen Armstrong']",3.93,503,34,0142180092,9780142180099,512,2002-07-30,Penguin Classics,English,23,24.45472473352048
12820,Sir Gawain And The Green Knight,,Michael Morpurgo,"['Michael Morpurgo', 'Michael Foreman']",3.94,21,5,0744586461,9780744586466,120,2004-11-01,Walker,English,21,12.178707266231765
12822,Cliffs Notes on Wiesel's Night,,Maryam Riess,['Maryam Riess'],3.4,5,1,0822008939,9780822008934,80,1996-08-22,Cliffs Notes,English,29,6.091982195375387
12823,The Night Trilogy: Night  Dawn  the Accident,,Elie Wiesel,"['Elie Wiesel', 'Marion Wiesel']",4.29,2439,255,0374521409,9780374521400,318,1987-09-01,Hill And Wang,English,38,33.46094173545229
12828,How to Be Alone,,Jonathan Franzen,['Jonathan Franzen'],3.59,336,33,0007153589,9780007153589,306,2007-07-02,Harper Perennial,English,18,20.89409771996498
12829,The Twenty-Seventh City,,Jonathan Franzen,['Jonathan Franzen'],3.12,3621,330,0312420145,9780312420147,528,2001-09-08,Picador Usa,English,24,25.567718711943282
12842,Journey to Ixtlan,,Carlos Castañeda,['Carlos Castañeda'],4.12,8541,257,0671732463,9780671732462,272,1991-02-01,Washington Square,English,34,37.29733185977382
12847,The Art of Dreaming,,Carlos Castañeda,['Carlos Castañeda'],4.1,3618,97,1855384272,9781855384279,260,2004-02-16,Element,English,21,33.595207396611336
12851,The Best Stories of Fyodor Dostoevsky,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'David Magarshack']",4.26,110,6,0345481267,9780345481269,352,2005-07-26,Modern Library,English,20,20.06259865759054
12852,The Best Short Stories,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'David Magarshack']",4.26,2711,89,0375756884,9780375756887,320,2001-02-13,Modern Library,English,24,33.67718142499682
12853,Demons,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.27,214,27,0375411224,9780375411229,733,2000-10-24,Everyman'S Library,English,25,22.932624380105118
12854,The Idiot,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'Richard Pevear', 'Larissa Volokhonsky']",4.18,2710,294,0375702245,9780375702242,633,2003-07-08,Vintage Classics,English,22,33.043204510904424
12855,Great Short Works of Fyodor Dostoevsky,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'Ronald Hingley']",4.42,1330,29,0060726466,9780060726461,768,2004-07-06,Harper Perennial Modern Classics,English,21,31.796091317306395
12856,The Idiot,,Fyodor Dostoyevsky,"['Fyodor Dostoyevsky', 'Constance Garnett', 'Joseph Frank']",4.18,442,52,1593080581,9781593080587,578,2004-01-16,Barnes  Noble Classics,English,21,25.471121638788667
12882,Operation Shylock. Ein Bekenntnis,,Philip Roth,['Philip Roth'],3.77,1,0,3446176934,9783446176935,464,1994-01-01,Carl Hanser,German,31,2.613164870710994
12885,Lost in the Funhouse,,John Barth,['John Barth'],3.7,5052,305,0385240872,9780385240871,205,1988-03-01,Anchor,English,37,31.552628399580062
12901,CliffsNotes on Faulkner's As I Lay Dying,Cliffs Notes,James Lamar Roberts,"['James Lamar Roberts', 'William Faulkner', 'CliffsNotes']",3.73,10,3,0822002108,9780822002109,72,1964-03-13,Cliffs Notes,English,61,8.944149367537923
12905,The Sound and the Fury  As I Lay Dying  Sanctuary  Intruder in the Dust,,William Faulkner,['William Faulkner'],4.05,8,1,0706432088,9780706432084,760,1988-03-12,Octopus,English,37,8.898759538211689
12906,CliffsNotes on Faulkner's Absalom  Absalom!,,James Lamar Roberts,"['James Lamar Roberts', 'CliffsNotes']",3.12,8,1,0822001101,9780822001102,64,1964-02-28,Cliffs Notes,English,61,6.855340681289006
12912,The Aeneid,,Virgil,"['Virgil', 'Robert Fagles', 'Bernard Knox']",3.84,892,117,0670038032,9780670038039,486,2006-11-02,Viking,English,19,26.091212470565754
12914,The Aeneid,,Virgil,"['Virgil', 'Robert Fitzgerald']",3.84,87406,1182,0679729526,9780679729525,442,1990-06-16,Vintage,English,35,43.69278969588346
12916,The Aeneid,,Virgil,"['Virgil', 'David   West']",3.84,996,96,0140449329,9780140449327,290,2003-03-27,Penguin,English,22,26.514242956653458
12918,Aeneid,,Virgil,"['Virgil', 'Stanley Lombardo', 'W. R. Johnson']",3.84,319,27,0872207315,9780872207318,340,2005-03-15,Hackett Publishing,English,20,22.150352623848082
12919,Virgil  Vol 2: Aeneid Books 7-12  Appendix Vergiliana,,Virgil,"['Virgil', 'G.P. Goold']",4.4,583,5,0674995864,9780674995864,590,2001-01-01,Harvard University,Multiple languages,24,28.027564324444203
12922,The Castle of Otranto,,Horace Walpole,"['Horace Walpole', 'E.F. Bleiler', 'Walter Scott']",3.18,237,39,0486434125,9780486434124,106,2004-03-19,Dover Publications,English,21,17.40182074227529
12923,The Castle of Otranto,,Horace Walpole,['Horace Walpole'],3.18,16370,1211,0192834401,9780192834409,125,1998-07-16,Oxford University,English,27,30.85638828361681
12930,Messenger,The Giver  #3,Lois Lowry,['Lois Lowry'],3.91,93589,6654,0385732538,9780385732536,169,2006-08-22,Ember,English,19,44.75651418288159
12931,Gossamer,,Lois Lowry,['Lois Lowry'],3.9,13788,1554,0618685502,9780618685509,144,2006-04-24,Hmh Books For Young Readers,English,19,37.173343162182796
12932,Anastasia on Her Own,Anastasia Krupnik  #5,Lois Lowry,['Lois Lowry'],3.9,1521,44,0440402913,9780440402916,160,1986-06-01,Yearling,English,39,28.57834409984436
12933,Stay!: Keeper's Story,,Lois Lowry,"['Lois Lowry', 'True Kelley']",3.93,194,32,0440415241,9780440415244,128,1999-03-09,Yearling,English,26,20.722888265155525
12936,Gathering Blue,The Giver  #2,Lois Lowry,['Lois Lowry'],3.82,132584,9341,0385732562,9780385732567,240,2000-09-25,Delacorte,English,25,45.05682065158326
12937,See You Around  Sam!,Sam Krupnik  #3,Lois Lowry,"['Lois Lowry', 'Diane deGroat']",3.71,244,15,0440414008,9780440414001,128,1998-03-09,Yearling,English,27,20.409667961120938
12941,King Lear,,William Shakespeare,"['William Shakespeare', 'R.A. Foakes']",3.91,1796,98,1903436591,9781903436592,455,1997-05-09,Bloomsbury Arden Shakespeare,English,28,29.30104689732372
12944,King Lear,,William Shakespeare,"['William Shakespeare', 'Barbara A. Mowat', 'Paul Werstine']",3.91,215,11,0743484959,9780743484954,384,2005-08-01,Simon  Schuster,English,20,21.017338574045088
12950,The Turn of the Screw and The Aspern Papers,,Henry James,"['Henry James', 'Anthony Curtis']",3.79,6769,270,0141439904,9780141439907,272,2003-06-26,Penguin,English,22,33.42877162678496
12951,The Turn of the Screw and Other Short Fiction,,Henry James,"['Henry James', 'R.W.B. Lewis']",3.8,3083,134,0553210599,9780553210590,527,2008-11-01,Bantam Classic,English,17,30.529134391796237
12954,The Turn of the Screw,,Henry James,"['Henry James', 'Peter G. Beidler']",3.43,616,77,0312406916,9780312406912,386,2003-11-06,Bedford,English,22,22.03730075199548
12960,Much Ado About Nothing,,William Shakespeare,"['William Shakespeare', 'David L. Stevenson']",4.07,1230,62,0451526813,9780451526816,166,1998-07-01,Signet Classic,English,27,28.96041925357073
12961,Much Ado about Nothing,Oxford School Shakespeare,William Shakespeare,"['William Shakespeare', 'Roma Gill']",4.07,13,2,0198320566,9780198320562,160,2002-12-12,Oxford University Press  Usa,English,23,10.740963331534102
12964,Much Ado about Nothing,,William Shakespeare,"['William Shakespeare', 'Samuel West', 'Amanda Root', 'Arkangel Cast']",4.07,38,7,1932219250,9781932219258,18,2005-11-30,Bbc Audiobooks America,English,20,14.910695899747662
12965,Much Ado about Nothing,,William Shakespeare,"['William Shakespeare', 'F.H. Mares']",4.07,73,12,0521532507,9780521532501,188,2003-04-21,Cambridge University,English,22,17.517544929340975
12967,Winter's Tale,,Mark Helprin,['Mark Helprin'],3.5,21851,3510,0156031191,9780156031196,748,2005-06-01,Mariner,English,20,34.97216705330463
12969,Winter's Tales,,Isak Dinesen,"['Isak Dinesen', 'Karen Blixen']",3.9,1464,100,0679743340,9780679743347,320,1993-06-01,Vintage,English,32,28.429481033659552
12975,Twelfth Night,,William Shakespeare,"['William Shakespeare', 'Alan Durband']",3.98,157,18,0812036042,9780812036046,256,1996-08-01,Barrons Educational Series,English,29,20.149128231447328
12980,Twelfth Night,,William Shakespeare,"['William Shakespeare', 'Barbara A. Mowat', 'Paul Werstine']",3.98,188,14,0743484967,9780743484961,222,2005-08-01,Simon  Schuster,English,20,20.86215311993738
12984,Tempest,Star Wars: Legacy of the Force  #3,Troy Denning,['Troy Denning'],3.82,5704,94,0345477529,9780345477521,400,2006-11-28,Del Rey,English,19,33.039555361971395
12990,Red: Passion and Patience in the Desert,,Terry Tempest Williams,['Terry Tempest Williams'],4.02,1309,107,0375725180,9780375725180,288,2002-10-08,Vintage,English,23,28.85468531310469
12993,Hamlet  The Texts of 1603 and 1623,,William Shakespeare,"['William Shakespeare', 'Neil Taylor']",4.27,15,0,1904271553,9781904271550,384,2006-03-22,Bloomsbury Arden Shakespeare,English,19,11.838953843963864
12994,Hamlet's Dresser: A Memoir,,Bob      Smith,['Bob      Smith'],3.74,375,63,0684852705,9780684852706,288,2003-02-01,Scribner,English,22,22.176663396278208
12995,The Hamlet,,William Faulkner,['William Faulkner'],3.87,4208,216,0679736530,9780679736530,409,1991-10-29,Vintage International,English,34,32.295074027142114
12996,Othello,,William Shakespeare,['William Shakespeare'],3.89,273070,4265,0743477553,9780743477550,314,2004-01-01,Simon  Schuster,English,21,48.693024871958386
12999,Othello,,William Shakespeare,"['William Shakespeare', 'David Threlfall', 'Don Warrington', 'Anne-Marie Duff', 'Arkangel Cast']",3.89,48,3,1932219269,9781932219265,3,2005-09-15,Audio Partners,English,20,15.139180959650337
13002,Othello,,William Shakespeare,"['William Shakespeare', 'Barbara A. Mowat', 'Paul Werstine']",3.89,493,25,0743482824,9780743482820,368,2004-08-01,Simon  Schuster,English,21,24.127863161861022
13006,Julius Caesar,,William Shakespeare,"['William Shakespeare', 'Roma Gill']",3.68,138685,2595,0198320272,9780198320272,128,2002-10-17,Oxford University Press  Usa,English,23,43.57108100327609
13008,Julius Caesar,,William Shakespeare,"['William Shakespeare', 'John   Bowe', 'Michael Feast', 'Adrian Lester']",3.68,53,3,1932219161,9781932219166,3,2005-06-01,Audio Partners,English,20,14.679461291356532
13011,Julius Caesar,,William Shakespeare,"['William Shakespeare', 'Marvin Spevack', 'Marga Munkelt']",3.68,51,2,0521535131,9780521535137,226,2004-05-24,Cambridge University,English,21,14.540576884379654
13012,Julius Caesar,,William Shakespeare,"['William Shakespeare', 'SparkNotes']",3.68,769,78,1586638475,9781586638474,256,2003-07-03,Sparknotes,English,22,24.458717094639645
13018,Cliffsnotes on Shakespeare's Henry IV  Part 1,,James K. Lowers,"['James K. Lowers', 'William Shakespeare', 'CliffsNotes']",3.88,17,0,0822000237,9780822000235,80,1960-06-15,Cliffs Notes,English,65,11.214642420637118
13020,King Henry IV  Part 1,,William Shakespeare,"['William Shakespeare', 'David Scott Kastan']",3.83,17782,493,1904271359,9781904271352,398,2002-11-07,Bloomsbury Arden Shakespeare,English,23,37.480373196938224
13023,Alice in Wonderland,,Lewis Carroll,"['Lewis Carroll', 'Jane Carruth', 'Rene Cloke']",4.03,364782,5234,0517223627,9780517223628,92,2004-09-07,Gramercy,English,21,51.61244347893364
13028,Alice In Wonderland,,Lewis Carroll,"['Lewis Carroll', 'John Tenniel']",4.02,143,18,0439291496,9780439291491,160,2001-09-01,Scholastic Paperbacks,English,24,19.978649464295522
13033,The Alexandria Quartet,The Alexandria Quartet #1-4,Lawrence Durrell,['Lawrence Durrell'],4.17,10050,294,0140153179,9780140153170,884,1991-12-01,Penguin,English,34,38.428332303973164
13037,Justine,The Alexandria Quartet #1,Lawrence Durrell,['Lawrence Durrell'],3.89,5428,542,0140153195,9780140153194,253,1991-07-12,Penguin,English,34,33.45209480989221
13040,Siddhartha,,Hermann Hesse,['Hermann Hesse'],4.02,514,40,0613572742,9780613572743,132,1993-02-02,Turtleback,English,32,25.10155094066822
13042,Kate Vaiden,,Reynolds Price,['Reynolds Price'],3.91,1345,114,0684846942,9780684846941,306,1998-05-29,Scribner,English,27,28.171129714900275
13050,The Social Contract and The First and Second Discourses,,Jean-Jacques Rousseau,"['Jean-Jacques Rousseau', 'Susan Dunn', 'Gita May', 'Robert N. Bellah', 'David Bromwich', ""Conor           Cruise O'Brien""]",3.83,63,2,0300091419,9780300091410,328,2002-02-08,Yale University,English,23,15.928522209267543
13060,Nature Girl,,Carl Hiaasen,['Carl Hiaasen'],3.63,19245,1533,0307262995,9780307262998,306,2006-11-14,Alfred A. Knopf,English,19,35.81016244907634
13063,Basket Case,,Carl Hiaasen,['Carl Hiaasen'],3.82,13125,743,0446695645,9780446695640,400,2005-02-01,Grand Central,English,20,36.222578050628606
13064,Tourist Season,,Carl Hiaasen,['Carl Hiaasen'],3.94,15459,669,0446695718,9780446695718,404,2005-05-09,Warner Books (Ny),English,20,38.00528460923717
13066,Sick Puppy,,Carl Hiaasen,['Carl Hiaasen'],3.89,20070,1047,0446695688,9780446695688,464,2005-04-12,Grand Central,English,20,38.53835162536043
13067,Flush,,Carl Hiaasen,['Carl Hiaasen'],3.88,23811,2348,0375821821,9780375821820,263,2005-09-13,Alfred A. Knopf Books For Young Readers,English,20,39.10242634498033
13068,Double Whammy,Skink #1,Carl Hiaasen,['Carl Hiaasen'],3.93,11050,624,0446695661,9780446695664,404,2005-03-01,Grand Central,English,20,36.58938546831392
13069,Naked Came the Manatee,,Carl Hiaasen,"['Carl Hiaasen', 'Elmore Leonard', 'Dave Barry', 'James W. Hall', 'Edna Buchanan', 'Les Standiford', 'Paul Levine', 'Brian Antoni', 'Tananarive Due', 'John Dufresne', 'Vicki Hendricks', 'Carolina Hospital', 'Evelyn Mayerson']",3.48,2303,161,0449001245,9780449001240,208,1998-01-20,Ballantine,English,27,26.943559035918923
13076,A Carl Hiaasen Collection: Stormy Weather  Tourist Season  and  Strip Tease,,Carl Hiaasen,"['Carl Hiaasen', 'Edward Asner']",4.45,44,1,0375410465,9780375410468,9,2000-01-04,Random House Audio,English,25,16.939648079477923
13079,Skinny Dip,Mick Stranahan #2,Carl Hiaasen,['Carl Hiaasen'],3.81,33459,2602,0446615129,9780446615129,496,2006-05-01,Grand Central,English,19,39.692983763000505
13083,Hoot,,Carl Hiaasen,['Carl Hiaasen'],3.82,85404,3692,0440421705,9780440421702,292,2006-03-14,Yearling,English,19,43.37671091759566
13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,,Andrés Duany,"['Andrés Duany', 'Elizabeth Plater-Zyberk', 'Jeff Speck']",4.08,1980,154,0865476063,9780865476066,320,2001-04-16,North Point,English,24,30.97273675053009
13100,The Bible Cure For Diabetes,,Don Colbert,['Don Colbert'],3.84,21,1,0884196488,9780884196488,96,1999-08-19,Siloam,English,26,11.869603020895934
13104,The Celestine Prophecy: A Pocket Guide to the Nine Insights,,James Redfield,['James Redfield'],3.87,1256,100,0446912069,9780446912068,68,2005-12-02,Warner Books (Ny),English,20,27.61819001724426
13105,The Tenth Insight: Holding the Vision,Celestine Prophecy  #2,James Redfield,['James Redfield'],3.64,9889,337,0446674575,9780446674577,256,1998-12-01,Grand Central,English,27,33.485377105605004
13107,The Celestine Prophecy: An Experiential Guide,,James Redfield,['James Redfield'],3.84,120,11,0553503707,9780553503708,304,1995-07-06,Bantam,English,30,18.415835695091484
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,,Robert M. Pirsig,['Robert M. Pirsig'],3.77,424,47,0688052304,9780688052300,412,1979-06-01,Quill,English,46,22.816376166845053
13121,Enchantment: The Life of Audrey Hepburn,,Donald Spoto,['Donald Spoto'],3.87,2703,267,0307237583,9780739474792,352,2007-04-02,Harmony,English,18,30.58262638182025
13122,Marilyn Monroe: The Biography,,Donald Spoto,['Donald Spoto'],4.03,1396,99,0815411839,9780815411833,752,2001-07-17,Cooper Square Publishers,English,24,29.18559190780556
13128,Cross,Alex Cross  #12,James Patterson,['James Patterson'],4.0,48095,1633,0316159794,9780316159791,393,2006-11-13,Little Brown And,English,19,43.123817170210806
13130,Judge & Jury,,James Patterson,"['James Patterson', 'Andrew Gross']",4.0,41805,831,0316013935,9780316013932,419,2006-07-31,Little  Brown And,English,19,42.56318059552691
13131,The 6th Target,Women's Murder Club  #6,James Patterson,"['James Patterson', 'Maxine Paetro']",4.04,47196,1464,0316014796,9780316014793,390,2007-05-08,Little Brown And,English,18,43.4788258653358
13133,The Quickie,,James Patterson,"['James Patterson', 'Michael Ledwidge']",3.83,32963,2132,0316117366,9780316117364,357,2007-07-02,Little  Brown And,English,18,39.84414621643294
13134,You've Been Warned,,James Patterson,"['James Patterson', 'Howard Roughan']",3.53,18058,1519,0316014508,9780316014502,374,2007-09-10,Little Brown And,English,18,34.59894007421676
13136,2nd Chance,Women's Murder Club  #2,James Patterson,"['James Patterson', 'Andrew Gross']",4.04,78780,2118,0446696633,9780446696630,400,2005-05-20,Grand Central,English,20,45.548685605286394
13137,1st to Die,Women's Murder Club  #1,James Patterson,['James Patterson'],4.08,269826,5220,0446696617,9780446696616,424,2005-05-20,Grand Central,English,20,51.022588070861
13138,Season of the Machete,,James Patterson,['James Patterson'],3.25,5512,227,0446600474,9780446600477,341,1995-04-01,Vision,English,30,27.998308710416474
13139,School's Out—Forever,Maximum Ride  #2,James Patterson,['James Patterson'],4.15,103221,2689,0316155594,9780316155595,409,2006-05-23,Little  Brown And,English,19,47.910244743560376
13140,Jack & Jill,Alex Cross  #3,James Patterson,['James Patterson'],3.96,58414,1191,0446692654,9780446692656,466,2003-08-01,Grand Central,English,22,43.46229882119895
13141,The Midnight Club,,James Patterson,['James Patterson'],3.82,10970,322,0446606383,9780446606387,368,1999-06-01,Vision,English,26,35.537500900042815
13142,Cat & Mouse,Alex Cross #4,James Patterson,['James Patterson'],3.98,242,15,0446692646,9780446692649,432,2003-08-01,Grand Central,English,22,21.86238454449538
13143,Pop Goes the Weasel,Alex Cross  #5,James Patterson,['James Patterson'],4.0,52093,985,0446608815,9780446608817,461,2000-10-01,Time Warner,English,25,43.443220231847526
13144,Roses Are Red,Alex Cross  #6,James Patterson,['James Patterson'],4.04,220,19,0747266999,9780747266990,421,2001-06-25,Headline,English,24,21.80857731413172
13145,Along Came a Spider,Alex Cross  #1,James Patterson,['James Patterson'],4.11,369267,4011,0446692638,9780446692632,449,2003-08-01,Grand Central,English,22,52.68723236079964
13146,Black Friday,,James Patterson,['James Patterson'],3.68,9714,220,0446609323,9780446609326,480,2000-04-01,Vision,English,25,33.78764901146647
13147,Honeymoon,Honeymoon  #1,James Patterson,"['James Patterson', 'Howard Roughan']",3.83,34087,1809,0446613371,9780446613378,406,2007-01-01,Grand Central,English,18,39.97256366253844
13148,Kiss the Girls,Alex Cross  #2,James Patterson,['James Patterson'],3.96,297211,2943,0446677388,9780446677387,481,2000-07-01,Grand Central,English,25,49.904715832730446
13149,The Thomas Berryman Number,,James Patterson,['James Patterson'],2.86,4320,307,0446600458,9780446600453,272,1996-04-01,Grand Central,English,29,23.941752508765326
13151,London Bridges,Alex Cross  #10,James Patterson,['James Patterson'],3.94,36334,905,0446613355,9780446613354,403,2005-10-01,Vision,English,20,41.3721147676199
13152,The Angel Experiment,Maximum Ride  #1,James Patterson,['James Patterson'],4.08,187892,7624,0446617792,9780446617796,445,2006-05-05,Grand Central,English,19,49.546001957864654
13155,3rd Degree,Women's Murder Club  #3,James Patterson,"['James Patterson', 'Andrew Gross']",4.02,268,13,0446696641,9780446696647,352,2005-05-20,Grand Central,English,20,22.49073974599939
13157,The Jester,,James Patterson,"['James Patterson', 'Andrew Gross']",3.8,16563,849,0755300203,9780755300204,548,2004-03-01,Headline,English,21,36.91695038972874
13158,See How They Run,,James Patterson,['James Patterson'],3.84,48,1,1568654235,9781568654232,320,1997-07-08,Doubleday,English,28,14.944589944744806
13161,Miracle on the 17th Green,Travis McKinley  #1,James Patterson,"['James Patterson', 'Peter de Jonge']",3.68,3733,320,0316693359,9780316693356,160,1999-05-05,Little Brown And,English,26,30.26886599269414
13162,When the Wind Blows,When the Wind Blows  #1,James Patterson,['James Patterson'],3.93,42701,1337,0446676438,9780446676434,416,2000-04-01,Grand Central,English,25,41.90166407355239
13164,SantaKid,,James Patterson,"['James Patterson', 'Michael Garland']",3.88,862,53,0316000612,9780316000611,48,2004-11-01,Jimmy Patterson,English,21,26.2304090014037
13173,A Little Prairie House,,Laura Ingalls Wilder,"['Laura Ingalls Wilder', 'Renée Graef']",4.19,1561,45,0064435261,9780064435260,32,1999-03-21,Harpercollins,English,26,30.81209656437446
13177,Private Parts,,Howard Stern,['Howard Stern'],3.77,3878,151,0671009443,9780671009441,660,1997-03-01,Pocket,English,28,31.152764156248676
13180,The Private Parts of Women,,Lesley Glaister,['Lesley Glaister'],3.8,22,3,0747526036,9780747526032,288,2002-09-01,Bloomsbury Publishing Plc,English,23,11.914878020530768
13199,A Quiver Full of Arrows,,Jeffrey Archer,['Jeffrey Archer'],3.78,9214,179,0312937695,9780312937690,288,2005-08-30,St. Martin'S Paperbacks,English,20,34.50606214899283
13203,Celebrations: Rituals of Peace and Prayer,,Maya Angelou,['Maya Angelou'],4.13,748,105,1400066107,9781400066100,128,2006-10-24,Random House,English,19,27.335392001926113
13206,The Collected Autobiographies of Maya Angelou,,Maya Angelou,['Maya Angelou'],4.63,991,55,0679643257,9780679643258,1184,2004-09-21,Modern Library,English,21,31.94571798672896
13210,Wouldn't Take Nothing for My Journey Now,,Maya Angelou,['Maya Angelou'],4.27,7423,319,0553380176,9780553380170,127,1997-05-12,Bantam,English,28,38.05626088196997
13211,And Still I Rise,,Maya Angelou,"['Maya Angelou', 'Linda Sunshine', 'Diego Rivera']",4.42,3720,240,0375505962,9780375505966,54,2001-08-07,Random House,English,24,36.34012495929207
13215,Life Doesn't Frighten Me,,Maya Angelou,"['Maya Angelou', 'Jean-Michel Basquiat', 'Sara Jane Boyers']",4.41,1246,164,1556702884,9781556702884,32,1996-02-06,Harry N. Abrams,English,29,31.436667120448963
13228,Cumbres borrascosas,,Emily Brontë,['Emily Brontë'],3.85,156,28,8497644743,9788497644747,384,2006-05-28,Edimat Libros,Spanish,19,19.466546350590985
13237,Dreaming in Pictures: The Photography,,Lewis Carroll,"['Lewis Carroll', 'Douglas R. Nickel']",4.01,104,6,0300091699,9780300091694,172,2002-08-11,Yale University,English,23,18.662381004131667
13238,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,,Lewis Carroll,"['Lewis Carroll', 'Graeme Base']",4.14,31,2,0810935201,9780810935204,14,1996-03-30,Harry N. Abrams,English,29,14.348146637590867
13241,The Collected Short Stories of Maxim Gorky,,Maxim Gorky,"['Maxim Gorky', 'Avrahm Yarmolinsky', 'Moura Budberg']",3.96,883,16,0806510757,9780806510750,404,1988-08-18,Citadel,English,37,26.866449968045067
13254,Name Dropping,,Jane Heller,['Jane Heller'],3.52,701,53,0312978332,9780312978334,323,2001-03-15,St. Martin'S,English,24,23.069845582170853
13258,What Was She Thinking? [Notes on a Scandal],,Zoë Heller,['Zoë Heller'],3.71,13674,1166,0312421990,9780312421991,258,2004-06-01,Picador,English,21,35.33153436724657
13270,Poetics,,Aristotle,"['Aristotle', 'Malcolm Heath']",3.82,12610,486,0140446362,9780140446364,144,1996-09-26,Penguin Classics,English,29,36.06968046079144
13275,Poetics of Music in the Form of Six Lessons,,Igor Stravinsky,"['Igor Stravinsky', 'George Seferis', 'Arthur Knodel', 'Ingolf Dahl']",4.11,988,31,0674678567,9780674678569,160,1970-02-26,Harvard University,English,55,28.34541370296935
13276,An Introduction to the Old Testament Poetic Books,,C. Hassell Bullock,['C. Hassell Bullock'],3.68,39,5,0802441416,9780802441416,392,1988-08-08,Moody Publishers (Chicago),English,37,13.575076391139286
13285,Mondrian,,John Milner,"['John Milner', 'Piet Mondrian']",3.73,26,1,0714831670,9780714831671,235,1995-04-01,Phaidon,English,30,12.293471510196147
13310,Writings on Art,,Mark Rothko,"['Mark Rothko', 'Miguel López-Remiro']",3.84,102,8,0300114400,9780300114409,192,2006-04-28,Yale University,English,19,17.797359314801803
13314,The Legacy of Mark Rothko,,Lee Seldes,['Lee Seldes'],3.87,36,5,0306807254,9780306807251,403,1996-08-22,Da Capo,English,29,13.974252321933148
13320,Mark Rothko,,Diane Waldman,"['Diane Waldman', 'Bernard Malamud']",4.04,45,2,0810915871,9780810915879,296,1978-09-01,Harry N. Abrams,English,47,15.467711241815945
13323,Mark Rothko  1903 1970,,Diane Waldman,['Diane Waldman'],4.04,3,0,0500282757,9780500282755,296,2001-05-14,Thames & Hudson,English,24,5.600629218924358
13329,A World of Art,,Henry M. Sayre,['Henry M. Sayre'],3.73,56,1,0132221861,9780132221863,592,2006-12-22,Prentice Hall,English,19,15.080581229022872
13336,Olympian Odes. Pythian Odes,,Pindar,"['Pindar', 'William H. Race']",4.09,59,5,0674995643,9780674995642,416,1997-04-15,Harvard University,Multiple languages,28,16.74586925948839
13342,The Odes and Selected Fragments,,Pindar,"['Pindar', 'G.S. Conway', 'Richard Stoneman']",3.89,7,1,0460876740,9780460876742,352,1998-03-01,Everyman'S Library,English,27,8.089027597134562
13344,Nemean Odes. Isthmian Odes. Fragments,,Pindar,"['Pindar', 'William H. Race']",4.19,35,1,0674995341,9780674995345,480,1997-04-15,Harvard University,Multiple languages,28,15.014944352131103
13347,Euripides 3: Alcestis/Daughters of Troy/The Phoenician Women/Iphigenia at Aulis/Rhesus,,Euripides,"['Euripides', 'David R. Slavitt', 'Smith Palmer Bovie', 'Fred Chappell', 'Mark Rudman', 'Elaine Terranova', 'Richard Elman', 'Katharine Washburn', 'George D. Economou']",3.88,7,1,0812216504,9780812216509,392,1998-06-01,University Of Pennsylvania,English,27,8.068233181717762
13357,Eragon: Prima Official Game Guide,,Prima Publishing,['Prima Publishing'],3.98,120,1,0761555528,9780761555520,176,2006-11-14,Prima Games,English,19,19.08724637147503
13365,A Lady At Last,deWarenne Dynasty  #7,Brenda Joyce,['Brenda Joyce'],4.06,1549,87,0373771371,9780373771370,379,2006-11-21,Hqn,English,19,29.824801452247964
13368,James Joyce's Ulysses,,Stuart Gilbert,['Stuart Gilbert'],4.17,1991,92,0394700139,9780394700137,405,1955-01-12,Vintage,English,70,31.679049807062746
13374,A Complicated Kindness,,Miriam Toews,['Miriam Toews'],3.65,17963,1023,1582433224,9781582433226,253,2005-08-17,Counterpoint,English,20,35.75585637485784
13375,A Complicated Kindness,Bookclub-In-A-Box,Marilyn Herbert,"['Marilyn Herbert', 'Miriam Toews']",4.0,39,1,1897082274,9781897082270,80,2006-08-30,Bookclub-In-A-Box,English,19,14.755517816455745
13383,Vinyl Cafe Coast to Coast Story Service,,Stuart McLean,['Stuart McLean'],4.45,51,1,0968303188,9780968303184,3,2005-07-15,Canadian Broadcasting Corporation (Cbc Audio),English,20,17.583034547687355
